	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0003922	maker-unitig_5|quiver-augustus-gene-3.1297-mRNA-1	XP_962071.2	jgi|Neudi1|103507|estExt_Genewise1Plus.C_120310	maker-scaffold3041-augustus-gene-0.56-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1220-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1728-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1837-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1723-mRNA-1	XP_009850076.1	maker-9045pb_lg4-augustus-gene-4.1825-mRNA-1
OG0003923	maker-unitig_5|quiver-augustus-gene-3.1299-mRNA-1	XP_962062.3	jgi|Neudi1|66163|e_gw1.12.214.1	maker-scaffold3555-augustus-gene-0.24-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1222-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1729-mRNA-1	maker-10752pb_lg4-snap-gene-4.2130-mRNA-1	maker-2503pb_lg4-snap-gene-4.1991-mRNA-1	XP_009850084.1	maker-9045pb_lg4-augustus-gene-4.1826-mRNA-1
OG0003924	maker-unitig_5|quiver-augustus-gene-3.1290-mRNA-1	XP_961997.1	jgi|Neudi1|128624|estExt_fgenesh2_pg.C_120169	maker-scaffold171-augustus-gene-0.253-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1215-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1721-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1829-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1715-mRNA-1	XP_009850029.1	maker-9045pb_lg4-augustus-gene-4.1816-mRNA-1
OG0003925	maker-unitig_5|quiver-augustus-gene-3.1305-mRNA-1	XP_961829.1	jgi|Neudi1|85040|estExt_Genewise1.C_120222	augustus-scaffold3139-processed-gene-0.0-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1229-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1735-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1845-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1732-mRNA-1	XP_009850111.1	maker-9045pb_lg4-augustus-gene-4.1833-mRNA-1
OG0003926	augustus-unitig_5|quiver-processed-gene-3.62-mRNA-1	XP_962040.1	jgi|Neudi1|113747|fgenesh2_pg.C_scaffold_12000184	augustus-scaffold171-processed-gene-0.2-mRNA-1	augustus-10397pb_lg4-processed-gene-5.57-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.116-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1823-mRNA-1	maker-2503pb_lg4-snap-gene-4.1975-mRNA-1	XP_009850014.1	maker-9045pb_lg4-snap-gene-4.2092-mRNA-1
OG0003927	augustus-unitig_5|quiver-processed-gene-3.82-mRNA-1	XP_962077.2	jgi|Neudi1|85141|estExt_Genewise1.C_120326	augustus-scaffold3041-processed-gene-0.17-mRNA-1	augustus-10397pb_lg4-processed-gene-5.77-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.136-mRNA-1	augustus-10752pb_lg4-processed-gene-4.160-mRNA-1	augustus-2503pb_lg4-processed-gene-4.141-mRNA-1	XP_009850071.1	augustus-9045pb_lg4-processed-gene-4.155-mRNA-1
OG0003928	augustus-unitig_5|quiver-processed-gene-3.71-mRNA-1	XP_001728041.2	jgi|Neudi1|66347|e_gw1.12.726.1	augustus-scaffold171-processed-gene-0.12-mRNA-1	augustus-10397pb_lg4-processed-gene-5.67-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.125-mRNA-1	augustus-10752pb_lg4-processed-gene-4.149-mRNA-1	augustus-2503pb_lg4-processed-gene-4.130-mRNA-1	XP_009848699.1	augustus-9045pb_lg4-processed-gene-4.144-mRNA-1
OG0003929	maker-unitig_5|quiver-augustus-gene-3.1293-mRNA-1	XP_961925.2	jgi|Neudi1|19327|scaffold_12-snap.166.1	maker-scaffold171-augustus-gene-0.256-mRNA-1	augustus-10397pb_lg4-processed-gene-5.74-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1724-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1833-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1719-mRNA-1	XP_009850064.1	maker-9045pb_lg4-augustus-gene-4.1821-mRNA-1
OG0003930	maker-unitig_5|quiver-augustus-gene-3.1309-mRNA-1	XP_961792.2	jgi|Neudi1|141834|fgenesh3_pm.C_scaffold_12000078	maker-scaffold3022-snap-gene-0.59-mRNA-1	maker-10397pb_lg4-snap-gene-5.1427-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2002-mRNA-1	augustus-10752pb_lg4-processed-gene-4.182-mRNA-1	snap_masked-2503pb_lg4-processed-gene-4.942-mRNA-1	XP_009850122.1	snap_masked-9045pb_lg4-processed-gene-4.1005-mRNA-1
OG0003931	maker-unitig_5|quiver-snap-gene-3.1534-mRNA-1	XP_961880.2	jgi|Neudi1|168966|estExt_fgenesh3_kg.C_120023	maker-scaffold3524-augustus-gene-0.74-mRNA-1	maker-10397pb_lg4-snap-gene-5.1439-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2016-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1861-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1749-mRNA-1	XP_009850156.1	maker-9045pb_lg4-augustus-gene-4.1849-mRNA-1
OG0003932	maker-unitig_5|quiver-snap-gene-3.1483-mRNA-1	XP_962050.2	jgi|Neudi1|158155|estExt_fgenesh3_pm.C_120173	maker-scaffold448-snap-gene-0.159-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1205-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1966-mRNA-1	maker-10752pb_lg4-snap-gene-4.2103-mRNA-1	maker-2503pb_lg4-snap-gene-4.1968-mRNA-1	XP_009850004.1	maker-9045pb_lg4-snap-gene-4.2085-mRNA-1
OG0003934	augustus-unitig_5|quiver-processed-gene-3.320-mRNA-1	XP_962168.1	jgi|Neudi1|163849|fgenesh3_kg.12__115__7_33_CCSY	augustus-scaffold448-processed-gene-0.9-mRNA-1	augustus-10397pb_lg4-processed-gene-5.304-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.467-mRNA-1	augustus-10752pb_lg4-processed-gene-4.514-mRNA-1	augustus-2503pb_lg4-processed-gene-4.468-mRNA-1	XP_009849984.1	augustus-9045pb_lg4-processed-gene-4.504-mRNA-1
OG0003935	augustus-unitig_5|quiver-processed-gene-3.413-mRNA-1	XP_962212.2	jgi|Neudi1|103314|estExt_Genewise1Plus.C_120105	augustus-scaffold792-processed-gene-0.13-mRNA-1	augustus-10397pb_lg4-processed-gene-5.395-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.555-mRNA-1	augustus-10752pb_lg4-processed-gene-4.604-mRNA-1	augustus-2503pb_lg4-processed-gene-4.564-mRNA-1	XP_009850162.1	augustus-9045pb_lg4-processed-gene-4.600-mRNA-1
OG0003936	augustus-unitig_5|quiver-processed-gene-3.438-mRNA-1	XP_961866.1	jgi|Neudi1|103233|estExt_Genewise1Plus.C_120010	augustus-scaffold3563-processed-gene-0.35-mRNA-1	augustus-10397pb_lg4-processed-gene-5.417-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.581-mRNA-1	augustus-10752pb_lg4-processed-gene-4.630-mRNA-1	augustus-2503pb_lg4-processed-gene-4.591-mRNA-1	XP_009850202.1	augustus-9045pb_lg4-processed-gene-4.623-mRNA-1
OG0003937	maker-unitig_5|quiver-augustus-gene-3.1385-mRNA-1	XP_961991.3	jgi|Neudi1|19355|scaffold_12-snap.194.1	maker-scaffold171-snap-gene-0.308-mRNA-1	maker-10397pb_lg4-snap-gene-5.1505-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1840-mRNA-1	maker-10752pb_lg4-snap-gene-4.2270-mRNA-1	maker-2503pb_lg4-snap-gene-4.2120-mRNA-1	XP_009850033.1	maker-9045pb_lg4-snap-gene-4.2242-mRNA-1
OG0003938	augustus-unitig_5|quiver-processed-gene-3.293-mRNA-1	XP_962625.2	jgi|Neudi1|103755|estExt_Genewise1Plus.C_120575	augustus-scaffold2894-processed-gene-0.57-mRNA-1	augustus-10397pb_lg4-processed-gene-5.278-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.441-mRNA-1	augustus-10752pb_lg4-processed-gene-4.488-mRNA-1	augustus-2503pb_lg4-processed-gene-4.442-mRNA-1	XP_009849943.1	augustus-9045pb_lg4-processed-gene-4.478-mRNA-1
OG0003939	augustus-unitig_5|quiver-processed-gene-3.366-mRNA-1	XP_011394438.1	jgi|Neudi1|15564|aug-scaffold_12.g136	augustus-scaffold3041-processed-gene-0.3-mRNA-1	augustus-10397pb_lg4-processed-gene-5.349-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.510-mRNA-1	augustus-10752pb_lg4-processed-gene-4.557-mRNA-1	augustus-2503pb_lg4-processed-gene-4.519-mRNA-1	XP_009850077.1	augustus-9045pb_lg4-processed-gene-4.552-mRNA-1
OG0003941	augustus-unitig_5|quiver-processed-gene-3.304-mRNA-1	XP_962643.1	jgi|Neudi1|169069|estExt_fgenesh3_kg.C_120127	augustus-scaffold2790-processed-gene-0.15-mRNA-1	augustus-10397pb_lg4-processed-gene-5.289-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.452-mRNA-1	augustus-10752pb_lg4-processed-gene-4.499-mRNA-1	augustus-2503pb_lg4-processed-gene-4.453-mRNA-1	XP_009854857.1	augustus-9045pb_lg4-processed-gene-4.489-mRNA-1
OG0003942	augustus-unitig_5|quiver-processed-gene-3.333-mRNA-1	XP_962053.1	jgi|Neudi1|128637|estExt_fgenesh2_pg.C_120189	augustus-scaffold448-processed-gene-0.1-mRNA-1	augustus-10397pb_lg4-processed-gene-5.312-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.475-mRNA-1	augustus-10752pb_lg4-processed-gene-4.522-mRNA-1	augustus-2503pb_lg4-processed-gene-4.480-mRNA-1	XP_009850001.1	augustus-9045pb_lg4-processed-gene-4.514-mRNA-1
OG0003943	augustus-unitig_5|quiver-processed-gene-3.312-mRNA-1	XP_001728150.1	jgi|Neudi1|169065|estExt_fgenesh3_kg.C_120123	augustus-scaffold2790-processed-gene-0.23-mRNA-1	augustus-10397pb_lg4-processed-gene-5.297-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.460-mRNA-1	augustus-10752pb_lg4-processed-gene-4.507-mRNA-1	augustus-2503pb_lg4-processed-gene-4.461-mRNA-1	XP_009849970.1	augustus-9045pb_lg4-processed-gene-4.497-mRNA-1
OG0003944	maker-unitig_5|quiver-augustus-gene-3.1402-mRNA-1	XP_962067.1	jgi|Neudi1|85116|estExt_Genewise1.C_120301	maker-scaffold3041-snap-gene-0.59-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1321-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1856-mRNA-1	augustus-10752pb_lg4-processed-gene-4.560-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1861-mRNA-1	XP_009850080.1	maker-9045pb_lg4-augustus-gene-4.1963-mRNA-1
OG0003945	augustus-unitig_5|quiver-processed-gene-3.394-mRNA-1	XP_962009.1	jgi|Neudi1|168982|estExt_fgenesh3_kg.C_120040	augustus-scaffold3022-processed-gene-0.18-mRNA-1	augustus-10397pb_lg4-processed-gene-5.376-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.537-mRNA-1	augustus-10752pb_lg4-processed-gene-4.584-mRNA-1	augustus-2503pb_lg4-processed-gene-4.546-mRNA-1	XP_009850132.1	augustus-9045pb_lg4-processed-gene-4.580-mRNA-1
OG0003946	augustus-unitig_5|quiver-processed-gene-3.306-mRNA-1	XP_961761.1	jgi|Neudi1|103710|estExt_Genewise1Plus.C_120529	augustus-scaffold2790-processed-gene-0.17-mRNA-1	augustus-10397pb_lg4-processed-gene-5.291-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.454-mRNA-1	augustus-10752pb_lg4-processed-gene-4.501-mRNA-1	augustus-2503pb_lg4-processed-gene-4.455-mRNA-1	XP_009849961.1	augustus-9045pb_lg4-processed-gene-4.491-mRNA-1
OG0003947	augustus-unitig_5|quiver-processed-gene-3.382-mRNA-1	XP_961909.1	jgi|Neudi1|85059|estExt_Genewise1.C_120244	augustus-scaffold1418-processed-gene-0.0-mRNA-1	augustus-10397pb_lg4-processed-gene-5.364-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.526-mRNA-1	augustus-10752pb_lg4-processed-gene-4.572-mRNA-1	augustus-2503pb_lg4-processed-gene-4.535-mRNA-1	XP_009850102.1	augustus-9045pb_lg4-processed-gene-4.568-mRNA-1
OG0003948	snap_masked-unitig_5|quiver-processed-gene-3.965-mRNA-1	XP_962037.2	jgi|Neudi1|128631|estExt_fgenesh2_pg.C_120178	snap_masked-scaffold171-processed-gene-0.175-mRNA-1	snap_masked-10397pb_lg4-processed-gene-5.893-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1296-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.1401-mRNA-1	augustus-2503pb_lg4-processed-gene-4.483-mRNA-1	XP_009850017.1	augustus-9045pb_lg4-processed-gene-4.517-mRNA-1
OG0003949	augustus-unitig_5|quiver-processed-gene-3.362-mRNA-1	XP_961924.1	jgi|Neudi1|103534|estExt_Genewise1Plus.C_120337	augustus-scaffold171-processed-gene-0.74-mRNA-1	augustus-10397pb_lg4-processed-gene-5.345-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.506-mRNA-1	augustus-10752pb_lg4-processed-gene-4.553-mRNA-1	augustus-2503pb_lg4-processed-gene-4.515-mRNA-1	XP_009850065.1	augustus-9045pb_lg4-processed-gene-4.548-mRNA-1
OG0003950	augustus-unitig_5|quiver-processed-gene-3.403-mRNA-1	XP_961889.1	jgi|Neudi1|128529|estExt_fgenesh2_pg.C_120062	augustus-scaffold3524-processed-gene-0.18-mRNA-1	augustus-10397pb_lg4-processed-gene-5.385-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.546-mRNA-1	augustus-10752pb_lg4-processed-gene-4.593-mRNA-1	augustus-2503pb_lg4-processed-gene-4.555-mRNA-1	XP_009850147.1	augustus-9045pb_lg4-processed-gene-4.589-mRNA-1
OG0003951	maker-unitig_5|quiver-augustus-gene-3.1406-mRNA-1	XP_962058.2	jgi|Neudi1|113679|fgenesh2_pg.C_scaffold_12000116	maker-scaffold3438-augustus-gene-0.37-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1324-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1860-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1981-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1864-mRNA-1	XP_009850087.1	maker-9045pb_lg4-augustus-gene-4.1966-mRNA-1
OG0003952	augustus-unitig_5|quiver-processed-gene-3.436-mRNA-1	XP_961868.1	jgi|Neudi1|19177|scaffold_12-snap.16.1	augustus-scaffold3563-processed-gene-0.33-mRNA-1	augustus-10397pb_lg4-processed-gene-5.415-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.579-mRNA-1	augustus-10752pb_lg4-processed-gene-4.628-mRNA-1	augustus-2503pb_lg4-processed-gene-4.589-mRNA-1	XP_009850201.1	augustus-9045pb_lg4-processed-gene-4.621-mRNA-1
OG0003953	augustus-unitig_5|quiver-processed-gene-3.372-mRNA-1	XP_962061.1	jgi|Neudi1|66208|e_gw1.12.549.1	augustus-scaffold3555-processed-gene-0.0-mRNA-1	augustus-10397pb_lg4-processed-gene-5.355-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.517-mRNA-1	augustus-10752pb_lg4-processed-gene-4.563-mRNA-1	augustus-2503pb_lg4-processed-gene-4.525-mRNA-1	XP_009850085.1	augustus-9045pb_lg4-processed-gene-4.558-mRNA-1
OG0003954	maker-unitig_5|quiver-augustus-gene-3.1446-mRNA-1	XP_962188.1	jgi|Neudi1|103273|estExt_Genewise1Plus.C_120056	maker-scaffold792-augustus-gene-0.148-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1363-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1896-mRNA-1	maker-10752pb_lg4-augustus-gene-4.2020-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1897-mRNA-1	XP_009850181.1	maker-9045pb_lg4-augustus-gene-4.2005-mRNA-1
OG0003955	augustus-unitig_5|quiver-processed-gene-3.389-mRNA-1	XP_961827.1	jgi|Neudi1|168994|estExt_fgenesh3_kg.C_120052	augustus-scaffold3139-processed-gene-0.16-mRNA-1	augustus-10397pb_lg4-processed-gene-5.371-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.533-mRNA-1	augustus-10752pb_lg4-processed-gene-4.579-mRNA-1	augustus-2503pb_lg4-processed-gene-4.542-mRNA-1	XP_009850115.1	augustus-9045pb_lg4-processed-gene-4.575-mRNA-1
OG0003956	augustus-unitig_5|quiver-processed-gene-3.292-mRNA-1	XP_962624.2	jgi|Neudi1|128686|estExt_fgenesh2_pg.C_120240	augustus-scaffold2894-processed-gene-0.56-mRNA-1	augustus-10397pb_lg4-processed-gene-5.277-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.440-mRNA-1	augustus-10752pb_lg4-processed-gene-4.487-mRNA-1	augustus-2503pb_lg4-processed-gene-4.441-mRNA-1	XP_009849942.1	augustus-9045pb_lg4-processed-gene-4.477-mRNA-1
OG0003957	augustus-unitig_5|quiver-processed-gene-3.400-mRNA-1	XP_962000.1	jgi|Neudi1|66525|e_gw1.12.610.1	augustus-scaffold977-processed-gene-0.0-mRNA-1	augustus-10397pb_lg4-processed-gene-5.382-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.543-mRNA-1	augustus-10752pb_lg4-processed-gene-4.590-mRNA-1	augustus-2503pb_lg4-processed-gene-4.552-mRNA-1	XP_009850140.1	augustus-9045pb_lg4-processed-gene-4.586-mRNA-1
OG0003958	snap_masked-unitig_5|quiver-processed-gene-3.1022-mRNA-1	XP_961830.3	jgi|Neudi1|128560|estExt_fgenesh2_pg.C_120095	snap_masked-scaffold3139-processed-gene-0.42-mRNA-1	snap_masked-10397pb_lg4-processed-gene-5.954-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1357-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.1456-mRNA-1	snap_masked-2503pb_lg4-processed-gene-4.1365-mRNA-1	XP_009850110.1	snap_masked-9045pb_lg4-processed-gene-4.1458-mRNA-1
OG0003959	maker-unitig_5|quiver-snap-gene-3.1636-mRNA-1	XP_961911.2	jgi|Neudi1|169001|estExt_fgenesh3_kg.C_120059	maker-scaffold1418-snap-gene-0.36-mRNA-1	maker-10397pb_lg4-snap-gene-5.1538-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2143-mRNA-1	maker-10752pb_lg4-snap-gene-4.2307-mRNA-1	maker-2503pb_lg4-snap-gene-4.2155-mRNA-1	XP_009850100.1	maker-9045pb_lg4-snap-gene-4.2275-mRNA-1
OG0003960	maker-unitig_5|quiver-augustus-gene-3.1418-mRNA-1	XP_961828.1	jgi|Neudi1|103420|estExt_Genewise1Plus.C_120220	maker-scaffold3139-augustus-gene-0.58-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1336-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1871-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1990-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1873-mRNA-1	XP_009850112.1	maker-9045pb_lg4-augustus-gene-4.1976-mRNA-1
OG0003961	maker-unitig_5|quiver-snap-gene-3.1632-mRNA-1	XP_961916.2	jgi|Neudi1|85081|estExt_Genewise1.C_120266	snap_masked-scaffold1418-processed-gene-0.19-mRNA-1	maker-10397pb_lg4-snap-gene-5.1534-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1346-mRNA-1	maker-10752pb_lg4-snap-gene-4.2304-mRNA-1	maker-2503pb_lg4-snap-gene-4.2152-mRNA-1	XP_009850095.1	maker-9045pb_lg4-snap-gene-4.2271-mRNA-1
OG0003962	maker-unitig_5|quiver-augustus-gene-3.1419-mRNA-1	XP_961794.1	jgi|Neudi1|85026|estExt_Genewise1.C_120208	maker-scaffold3022-augustus-gene-0.55-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1337-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.534-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1991-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1874-mRNA-1	XP_009850120.1	maker-9045pb_lg4-augustus-gene-4.1977-mRNA-1
OG0003963	augustus-unitig_5|quiver-processed-gene-3.404-mRNA-1	XP_961887.1	jgi|Neudi1|168974|estExt_fgenesh3_kg.C_120031	maker-scaffold3524-augustus-gene-0.77-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1348-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.547-mRNA-1	maker-10752pb_lg4-augustus-gene-4.2003-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1883-mRNA-1	XP_009850149.1	maker-9045pb_lg4-augustus-gene-4.1988-mRNA-1
OG0003964	maker-unitig_5|quiver-augustus-gene-3.1427-mRNA-1	XP_962001.1	jgi|Neudi1|103366|estExt_Genewise1Plus.C_120163	augustus-scaffold977-processed-gene-0.1-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1345-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1878-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1999-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1880-mRNA-1	XP_009850138.1	maker-9045pb_lg4-augustus-gene-4.1985-mRNA-1
OG0003965	maker-unitig_5|quiver-augustus-gene-3.1377-mRNA-1	XP_962039.1	jgi|Neudi1|169049|estExt_fgenesh3_kg.C_120107	maker-scaffold171-augustus-gene-0.258-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1294-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1831-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1951-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1833-mRNA-1	XP_009850015.1	maker-9045pb_lg4-augustus-gene-4.1936-mRNA-1
OG0003966	snap_masked-unitig_5|quiver-processed-gene-3.1026-mRNA-1	XP_961793.2	jgi|Neudi1|168991|estExt_fgenesh3_kg.C_120049	snap_masked-scaffold3022-processed-gene-0.39-mRNA-1	snap_masked-10397pb_lg4-processed-gene-5.959-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1361-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.1461-mRNA-1	snap_masked-2503pb_lg4-processed-gene-4.1369-mRNA-1	XP_009850121.1	snap_masked-9045pb_lg4-processed-gene-4.1462-mRNA-1
OG0003967	maker-unitig_5|quiver-snap-gene-3.1625-mRNA-1	XP_962065.2	jgi|Neudi1|85109|estExt_Genewise1.C_120294	maker-scaffold3555-augustus-gene-0.22-mRNA-1	maker-10397pb_lg4-snap-gene-5.1528-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2133-mRNA-1	maker-10752pb_lg4-snap-gene-4.2299-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1862-mRNA-1	XP_009850082.1	maker-9045pb_lg4-augustus-gene-4.1964-mRNA-1
OG0003968	maker-unitig_5|quiver-augustus-gene-3.1369-mRNA-1	XP_962166.2	jgi|Neudi1|103649|estExt_Genewise1Plus.C_120466	maker-scaffold448-augustus-gene-0.129-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1288-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1825-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1945-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1824-mRNA-1	XP_009849983.1	maker-9045pb_lg4-augustus-gene-4.1928-mRNA-1
OG0003969	maker-unitig_5|quiver-augustus-gene-3.1395-mRNA-1	XP_961928.1	jgi|Neudi1|158122|estExt_fgenesh3_pm.C_120134	maker-scaffold171-augustus-gene-0.280-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1315-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1849-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1971-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1854-mRNA-1	XP_009850061.1	maker-9045pb_lg4-augustus-gene-4.1956-mRNA-1
OG0003970	maker-unitig_5|quiver-snap-gene-3.1640-mRNA-1	XP_961756.2	jgi|Neudi1|128561|estExt_fgenesh2_pg.C_120096	maker-scaffold3139-augustus-gene-0.57-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1335-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2147-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1989-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1872-mRNA-1	XP_009850109.1	maker-9045pb_lg4-augustus-gene-4.1975-mRNA-1
OG0003971	maker-unitig_5|quiver-augustus-gene-3.1365-mRNA-1	XP_962159.3	jgi|Neudi1|128653|estExt_fgenesh2_pg.C_120206	maker-scaffold448-augustus-gene-0.132-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1285-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1822-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1942-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1820-mRNA-1	XP_009849976.1	maker-9045pb_lg4-augustus-gene-4.1924-mRNA-1
OG0003972	snap_masked-unitig_5|quiver-processed-gene-3.1012-mRNA-1	XP_961915.1	jgi|Neudi1|169007|estExt_fgenesh3_kg.C_120065	maker-scaffold1418-augustus-gene-0.33-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1328-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1864-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1984-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1867-mRNA-1	XP_009850096.1	maker-9045pb_lg4-augustus-gene-4.1969-mRNA-1
OG0003973	maker-unitig_5|quiver-augustus-gene-3.1422-mRNA-1	XP_961788.1	jgi|Neudi1|168987|estExt_fgenesh3_kg.C_120045	augustus-scaffold3022-processed-gene-0.17-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1340-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1873-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1994-mRNA-1	augustus-2503pb_lg4-processed-gene-4.545-mRNA-1	XP_009850126.1	maker-9045pb_lg4-augustus-gene-4.1980-mRNA-1
OG0003974	maker-unitig_5|quiver-augustus-gene-3.1394-mRNA-1	XP_011394437.1	jgi|Neudi1|103541|estExt_Genewise1Plus.C_120347	maker-scaffold171-augustus-gene-0.279-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1314-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1327-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1970-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1853-mRNA-1	XP_009850060.1	maker-9045pb_lg4-augustus-gene-4.1955-mRNA-1
OG0003975	maker-unitig_5|quiver-snap-gene-3.1591-mRNA-1	XP_011394349.1	jgi|Neudi1|103643|estExt_Genewise1Plus.C_120460	maker-scaffold448-augustus-gene-0.127-mRNA-1	maker-10397pb_lg4-snap-gene-5.1492-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.1287-mRNA-1	maker-10752pb_lg4-snap-gene-4.2258-mRNA-1	maker-2503pb_lg4-snap-gene-4.2106-mRNA-1	XP_009849991.1	maker-9045pb_lg4-snap-gene-4.2228-mRNA-1
